DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,AVG_PRICE_PER_UNIT,PACK_SIZE,BRAND,LIFESTAGE,PREMIUM_CUSTOMER
2019-06-16,202,202199,201970,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-23,202,202337,202191,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-12,203,203035,202434,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-14,203,203100,202736,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-05-24,203,203120,202802,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-05,203,203184,203056,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-11-20,203,203225,203245,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-01-31,203,203289,203525,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-09-29,205,205436,204508,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-10-29,207,207057,204910,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-26,207,207073,205004,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-24,207,207119,205293,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-10,207,207134,205384,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-10,208,208007,206160,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-03-11,208,208035,206304,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-01-16,208,208092,206636,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-29,208,208094,206653,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-10-17,208,208107,206719,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-06-03,208,208107,206725,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-20,208,208111,206754,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-09-18,208,208200,207279,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-05-31,209,209002,207503,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-12,209,209016,207577,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-13,209,209118,208142,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-13,209,209119,208150,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-10-30,209,209128,208216,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-10,210,210021,209000,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-07-26,210,210038,209082,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-07,210,210103,209349,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-01-02,210,210103,209351,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-27,210,210104,209363,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-03-19,210,210194,209752,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-11-08,210,210207,209810,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-12-09,210,210255,210022,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-03,210,210255,210024,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-09,210,210255,210028,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-06,210,210261,210052,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-12-08,210,210296,210196,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-09,210,210346,210396,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-29,210,210346,210397,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-17,212,212176,211440,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-04-01,212,212202,211580,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-05,213,213074,212329,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-05-28,213,213097,212495,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-08,213,213126,212692,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-08,213,213158,212929,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-07,213,213164,212973,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-27,213,213196,213189,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-18,214,214162,213761,4,Dorito Corn Chp     Supreme 380g,1,6.5,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-11-06,214,214191,213785,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-05-03,216,216063,214957,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,1,4.6,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-18,216,216078,215013,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-05,216,216132,215247,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-07,216,216187,215491,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-13,216,216193,215511,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-02-14,216,216346,216139,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-22,217,217072,216633,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-26,217,217206,217240,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-09-22,217,217207,217244,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-14,217,217263,217490,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-22,217,217312,217684,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-11-08,217,217328,217757,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-06-02,217,217328,217759,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-08-25,217,217351,217855,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-20,219,219001,218001,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-09-27,219,219023,218129,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-06-07,219,219023,218138,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-21,219,219040,218227,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-02-13,219,219088,218501,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-01-07,221,221007,220087,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-09-27,222,222030,221678,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-13,222,222098,222066,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-31,222,222166,222447,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-15,222,222191,222588,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-16,222,222234,222837,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-07-14,223,223050,223221,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-10-19,223,223093,223466,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-07-04,223,223094,223472,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-12,223,223094,223477,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-02,223,223108,223564,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-05-09,223,223108,223568,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-01-20,223,223200,224123,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-28,223,223202,224134,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-01-29,223,223207,224175,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-07-08,225,225019,224765,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-23,225,225157,225621,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-04,225,225209,225929,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-09-11,225,225231,226064,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-30,226,226009,226254,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-06-04,226,226016,226301,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-10-27,226,226026,226362,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-18,226,226119,226842,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-11-13,226,226121,226854,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-01-01,226,226144,226991,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-25,226,226154,227053,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-03-02,226,226251,227565,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-03,226,226251,227567,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-30,226,226251,227569,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-05-23,226,226305,227877,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-04-14,226,226341,228058,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-27,226,226350,228095,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-06,227,227139,229111,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-28,227,227142,229130,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-08,227,227179,229352,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-03-17,227,227179,229354,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-02,227,227246,229744,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-06,229,229067,230764,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-05-24,229,229174,231383,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-20,229,229205,231580,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-04-14,229,229233,231774,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-09-27,229,229242,231844,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-04-16,230,230020,232016,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-10-28,230,230075,232399,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-22,230,230098,232571,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-25,230,230098,232572,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-07-07,230,230112,232663,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-21,230,230140,232852,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-01-11,230,230154,232960,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-04-04,231,231067,233960,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-12,231,231077,233997,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-13,231,231120,234185,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-09-04,231,231120,234186,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-10-11,231,231120,234187,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-10-23,231,231250,234701,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-09-19,231,231263,234752,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-14,231,231338,235047,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-12,231,231342,235061,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-06,232,232041,235427,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-04-20,232,232043,235442,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-31,232,232083,235672,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-03-18,232,232083,235681,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-09-18,232,232085,235689,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-15,232,232180,236214,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-14,232,232233,236538,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-09-20,232,232240,236584,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-11-10,232,232240,236586,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-05-27,233,233357,237135,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-08,234,234088,237414,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-14,234,234184,237568,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-09,235,235043,237923,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-11,235,235285,238315,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-20,236,236019,238626,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-01-19,236,236201,239782,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-10-19,236,236245,240043,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-12-07,237,237000,240066,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-03-12,237,237006,240097,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-24,237,237018,240156,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-08,237,237099,240504,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-01-01,237,237109,240545,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-18,237,237197,240997,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-13,237,237346,241685,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-07-24,237,237349,241697,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-03-30,237,237351,241713,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-07,238,238003,241893,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-03-09,238,238196,242652,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-27,238,238246,242859,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-08-13,238,238342,243258,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-04-18,239,239230,243794,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-09-30,239,239354,243968,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-05-31,240,240192,244271,4,Dorito Corn Chp     Supreme 380g,1,6.5,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-10-18,241,241080,245007,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-12-24,241,241086,245039,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-18,241,241101,245147,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-04,241,241133,245315,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-08-01,241,241139,245344,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-10-18,241,241185,245615,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-11,243,243245,246935,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-05-10,243,243403,247172,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2018-11-20,245,245076,247475,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-02-14,245,245368,247881,60,Kettle Tortilla ChpsFeta&Garlic 150g,1,4.6,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-09,246,246034,247950,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-18,246,246086,248042,4,Dorito Corn Chp     Supreme 380g,2,13.0,6.5,380.0,Dorito,OLDER FAMILIES,Budget
2019-03-11,246,246206,248258,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-06-26,247,247004,248620,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-24,247,247036,248809,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-21,247,247052,248887,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-30,247,247052,248894,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-02,247,247094,249175,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-05-01,247,247096,249190,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-03-26,247,247134,249413,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-07-06,247,247163,249607,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2019-03-09,247,247196,249845,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
2018-11-13,248,248036,250237,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,4.6,150.0,Kettle,OLDER FAMILIES,Budget
